timestamp,kwh,building
2024-01-14 05:00:00,79.7,Hostel
2024-01-14 05:00:00,32.29,Engg Block
2024-01-14 06:00:00,15.37,Library
2024-01-14 06:00:00,8.43,Admin Block
2024-01-14 06:00:00,25.69,Hostel
2024-01-14 06:00:00,37.84,Engg Block
2024-01-14 07:00:00,21.37,Hostel
2024-01-14 07:00:00,8.81,Admin Block
2024-01-14 07:00:00,8.15,Library
2024-01-14 07:00:00,33.86,Engg Block
2024-01-14 08:00:00,66.58,Engg Block
2024-01-14 08:00:00,5.47,Admin Block
2024-01-14 08:00:00,11.59,Library
2024-01-14 08:00:00,32.79,Hostel
2024-01-14 09:00:00,74.67,Engg Block
2024-01-14 09:00:00,29.48,Admin Block
2024-01-14 09:00:00,23.28,Library
2024-01-14 09:00:00,23.45,Hostel
2024-01-14 10:00:00,22.58,Admin Block
2024-01-14 10:00:00,51.7,Engg Block
2024-01-14 10:00:00,22.23,Library
2024-01-14 10:00:00,15.53,Hostel
2024-01-14 11:00:00,36.96,Library
2024-01-14 11:00:00,24.37,Hostel
2024-01-14 11:00:00,25.73,Admin Block
2024-01-14 11:00:00,99.0,Engg Block
2024-01-14 12:00:00,7.0,Hostel
2024-01-14 12:00:00,27.19,Library
2024-01-14 12:00:00,33.06,Admin Block
2024-01-14 12:00:00,48.65,Engg Block
2024-01-14 13:00:00,21.02,Hostel
2024-01-14 13:00:00,32.08,Library
2024-01-14 13:00:00,29.48,Admin Block
2024-01-14 13:00:00,45.27,Engg Block
2024-01-14 14:00:00,23.07,Hostel
2024-01-14 14:00:00,29.72,Library
2024-01-14 14:00:00,23.66,Admin Block
2024-01-14 14:00:00,83.82,Engg Block
2024-01-14 15:00:00,32.86,Library
2024-01-14 15:00:00,20.54,Admin Block
2024-01-14 15:00:00,26.82,Hostel
2024-01-14 15:00:00,77.86,Engg Block
2024-01-14 16:00:00,75.14,Engg Block
2024-01-14 16:00:00,30.46,Library
2024-01-14 16:00:00,14.61,Hostel
2024-01-14 16:00:00,14.24,Admin Block
2024-01-14 17:00:00,75.21,Engg Block
2024-01-14 17:00:00,21.54,Hostel
2024-01-14 17:00:00,21.4,Admin Block
2024-01-14 17:00:00,22.3,Library
2024-01-14 18:00:00,64.8,Engg Block
2024-01-14 18:00:00,35.4,Hostel
2024-01-14 18:00:00,7.66,Admin Block
2024-01-14 18:00:00,35.98,Library
2024-01-14 19:00:00,52.75,Hostel
2024-01-14 19:00:00,6.42,Admin Block
2024-01-14 19:00:00,27.04,Library
2024-01-14 19:00:00,27.15,Engg Block
2024-01-14 20:00:00,7.79,Admin Block
2024-01-14 20:00:00,35.66,Engg Block
2024-01-14 20:00:00,35.84,Hostel
2024-01-14 20:00:00,20.66,Library
2024-01-14 21:00:00,43.0,Hostel
2024-01-14 21:00:00,27.43,Library
2024-01-14 21:00:00,8.12,Admin Block
2024-01-14 21:00:00,29.07,Engg Block
2024-01-14 22:00:00,16.25,Library
2024-01-14 22:00:00,7.64,Admin Block
2024-01-14 22:00:00,34.36,Hostel
2024-01-14 22:00:00,43.53,Engg Block
2024-01-14 23:00:00,33.71,Engg Block
2024-01-14 23:00:00,14.63,Library
2024-01-14 23:00:00,58.57,Hostel
2024-01-14 23:00:00,6.96,Admin Block
2024-01-15 00:00:00,8.27,Admin Block
2024-01-15 00:00:00,61.62,Hostel
2024-01-15 00:00:00,27.78,Engg Block
2024-01-15 00:00:00,11.63,Library
2024-01-15 01:00:00,11.63,Library
2024-01-15 01:00:00,45.55,Hostel
2024-01-15 01:00:00,8.71,Admin Block
2024-01-15 01:00:00,32.19,Engg Block
2024-01-15 02:00:00,11.7,Library
2024-01-15 02:00:00,49.56,Hostel
2024-01-15 02:00:00,6.26,Admin Block
2024-01-15 02:00:00,38.61,Engg Block
2024-01-15 03:00:00,27.71,Hostel
2024-01-15 03:00:00,30.07,Engg Block
2024-01-15 03:00:00,10.26,Admin Block
2024-01-15 03:00:00,17.69,Library
2024-01-15 04:00:00,27.81,Engg Block
2024-01-15 04:00:00,7.84,Admin Block
2024-01-15 04:00:00,44.59,Hostel
2024-01-15 04:00:00,13.45,Library
2024-01-15 05:00:00,37.13,Engg Block
2024-01-15 05:00:00,8.03,Admin Block
2024-01-15 05:00:00,13.58,Library
2024-01-15 05:00:00,48.26,Hostel
2024-01-15 06:00:00,37.14,Engg Block
2024-01-15 06:00:00,87.53,Hostel
2024-01-15 06:00:00,15.08,Library
2024-01-15 06:00:00,9.13,Admin Block
2024-01-15 07:00:00,8.37,Admin Block
2024-01-15 07:00:00,13.1,Library
2024-01-15 07:00:00,30.56,Engg Block
2024-01-15 07:00:00,32.65,Hostel
2024-01-15 08:00:00,9.53,Admin Block
2024-01-15 08:00:00,11.85,Library
2024-01-15 08:00:00,57.35,Engg Block
2024-01-15 08:00:00,30.22,Hostel
2024-01-15 09:00:00,26.44,Admin Block
2024-01-15 09:00:00,27.28,Hostel
2024-01-15 09:00:00,68.77,Engg Block
2024-01-15 09:00:00,28.82,Library
2024-01-15 10:00:00,21.94,Admin Block
2024-01-15 10:00:00,22.77,Hostel
2024-01-15 10:00:00,41.47,Engg Block
2024-01-15 10:00:00,29.57,Library
2024-01-15 11:00:00,26.81,Admin Block
2024-01-15 11:00:00,29.78,Library
2024-01-15 11:00:00,42.13,Engg Block
2024-01-15 11:00:00,32.08,Hostel
2024-01-15 12:00:00,19.28,Admin Block
2024-01-15 12:00:00,34.37,Library
2024-01-15 12:00:00,53.33,Engg Block
2024-01-15 12:00:00,23.34,Hostel
2024-01-15 13:00:00,30.31,Library
2024-01-15 13:00:00,61.53,Engg Block
2024-01-15 13:00:00,25.54,Admin Block
2024-01-15 13:00:00,23.45,Hostel
2024-01-15 14:00:00,24.83,Admin Block
2024-01-15 14:00:00,70.05,Engg Block
2024-01-15 14:00:00,34.4,Library
2024-01-15 14:00:00,20.67,Hostel
2024-01-15 15:00:00,23.96,Admin Block
2024-01-15 15:00:00,28.71,Hostel
2024-01-15 15:00:00,88.97,Engg Block
2024-01-15 15:00:00,29.52,Library
2024-01-15 16:00:00,78.94,Engg Block
2024-01-15 16:00:00,30.47,Library
2024-01-15 16:00:00,24.36,Admin Block
2024-01-15 16:00:00,27.91,Hostel
2024-01-15 17:00:00,17.06,Hostel
2024-01-15 17:00:00,18.01,Library
2024-01-15 17:00:00,62.4,Engg Block
2024-01-15 17:00:00,15.59,Admin Block
2024-01-15 18:00:00,29.61,Hostel
2024-01-15 18:00:00,64.69,Engg Block
2024-01-15 18:00:00,7.12,Admin Block
2024-01-15 18:00:00,35.5,Library
2024-01-15 19:00:00,26.23,Engg Block
2024-01-15 19:00:00,32.08,Library
2024-01-15 19:00:00,8.15,Admin Block
2024-01-15 19:00:00,46.02,Hostel
2024-01-15 20:00:00,34.84,Engg Block
2024-01-15 20:00:00,35.99,Library
2024-01-15 20:00:00,8.26,Admin Block
2024-01-15 20:00:00,37.24,Hostel
2024-01-15 21:00:00,48.07,Hostel
2024-01-15 21:00:00,6.36,Admin Block
2024-01-15 21:00:00,12.62,Library
2024-01-15 21:00:00,32.47,Engg Block
2024-01-15 22:00:00,17.72,Library
2024-01-15 22:00:00,67.19,Hostel
2024-01-15 22:00:00,10.03,Admin Block
2024-01-15 22:00:00,37.82,Engg Block
2024-01-15 23:00:00,6.61,Admin Block
2024-01-15 23:00:00,42.28,Hostel
2024-01-15 23:00:00,12.15,Library
2024-01-15 23:00:00,27.76,Engg Block
2024-01-16 00:00:00,48.37,Hostel
2024-01-16 00:00:00,15.27,Library
2024-01-16 00:00:00,9.55,Admin Block
2024-01-16 00:00:00,39.54,Engg Block
2024-01-16 01:00:00,48.41,Engg Block
2024-01-16 01:00:00,9.9,Library
2024-01-16 01:00:00,8.68,Admin Block
2024-01-16 01:00:00,49.85,Hostel
2024-01-16 02:00:00,6.97,Admin Block
2024-01-16 02:00:00,34.05,Engg Block
2024-01-16 02:00:00,61.47,Hostel
2024-01-16 02:00:00,14.03,Library
2024-01-16 03:00:00,15.97,Hostel
2024-01-16 03:00:00,38.51,Engg Block
2024-01-16 03:00:00,9.87,Library
2024-01-16 03:00:00,10.84,Admin Block
2024-01-16 04:00:00,40.08,Hostel
2024-01-16 04:00:00,41.04,Engg Block
2024-01-16 04:00:00,10.94,Library
2024-01-16 04:00:00,6.09,Admin Block
2024-01-16 05:00:00,9.47,Admin Block
2024-01-16 05:00:00,31.49,Engg Block
2024-01-16 05:00:00,17.29,Library
2024-01-16 05:00:00,52.11,Hostel
2024-01-16 06:00:00,9.6,Admin Block
2024-01-16 06:00:00,36.96,Engg Block
2024-01-16 06:00:00,66.64,Hostel
2024-01-16 06:00:00,12.02,Library
2024-01-16 07:00:00,35.11,Engg Block
2024-01-16 07:00:00,6.93,Admin Block
2024-01-16 07:00:00,41.77,Hostel
2024-01-16 07:00:00,13.04,Library
2024-01-16 08:00:00,10.23,Admin Block
2024-01-16 08:00:00,9.18,Hostel
2024-01-16 08:00:00,14.68,Library
2024-01-16 08:00:00,66.59,Engg Block
2024-01-16 09:00:00,32.97,Library
2024-01-16 09:00:00,52.44,Engg Block
2024-01-16 09:00:00,24.9,Hostel
2024-01-16 09:00:00,23.75,Admin Block
2024-01-16 10:00:00,26.44,Admin Block
2024-01-16 10:00:00,30.9,Library
2024-01-16 10:00:00,17.0,Hostel
2024-01-16 10:00:00,65.4,Engg Block
2024-01-16 11:00:00,73.09,Engg Block
2024-01-16 11:00:00,32.19,Library
2024-01-16 11:00:00,13.51,Hostel
2024-01-16 11:00:00,26.3,Admin Block
2024-01-16 12:00:00,88.58,Engg Block
2024-01-16 12:00:00,44.42,Library
2024-01-16 12:00:00,17.07,Hostel
2024-01-16 12:00:00,24.33,Admin Block
2024-01-16 13:00:00,80.59,Engg Block
2024-01-16 13:00:00,29.65,Library
2024-01-16 13:00:00,19.84,Hostel
2024-01-16 13:00:00,29.05,Admin Block
2024-01-16 14:00:00,28.97,Admin Block
2024-01-16 14:00:00,17.19,Hostel
2024-01-16 14:00:00,99.99,Engg Block
2024-01-16 14:00:00,31.21,Library
2024-01-16 15:00:00,7.1,Hostel
2024-01-16 15:00:00,52.53,Engg Block
2024-01-16 15:00:00,36.3,Library
2024-01-16 15:00:00,16.26,Admin Block
2024-01-16 16:00:00,26.65,Hostel
2024-01-16 16:00:00,79.18,Engg Block
2024-01-16 16:00:00,31.52,Admin Block
2024-01-16 16:00:00,36.63,Library
2024-01-16 17:00:00,29.03,Hostel
2024-01-16 17:00:00,67.98,Engg Block
2024-01-16 17:00:00,16.69,Admin Block
2024-01-16 17:00:00,37.12,Library
2024-01-16 18:00:00,100.58,Engg Block
2024-01-16 18:00:00,9.65,Admin Block
2024-01-16 18:00:00,33.83,Library
2024-01-16 18:00:00,58.58,Hostel
2024-01-16 19:00:00,32.28,Hostel
2024-01-16 19:00:00,9.8,Admin Block
2024-01-16 19:00:00,27.93,Engg Block
2024-01-16 19:00:00,23.14,Library
2024-01-16 20:00:00,39.8,Library
2024-01-16 20:00:00,6.25,Admin Block
2024-01-16 20:00:00,27.65,Engg Block
2024-01-16 20:00:00,46.04,Hostel
2024-01-16 21:00:00,23.12,Library
2024-01-16 21:00:00,48.9,Hostel
2024-01-16 21:00:00,29.76,Engg Block
2024-01-16 21:00:00,7.34,Admin Block
2024-01-16 22:00:00,13.26,Library
2024-01-16 22:00:00,6.23,Admin Block
2024-01-16 22:00:00,57.8,Hostel
2024-01-16 22:00:00,16.42,Engg Block
2024-01-16 23:00:00,30.4,Engg Block
2024-01-16 23:00:00,10.61,Library
2024-01-16 23:00:00,58.82,Hostel
2024-01-16 23:00:00,7.66,Admin Block
2024-01-17 00:00:00,7.51,Admin Block
2024-01-17 00:00:00,28.36,Engg Block
2024-01-17 00:00:00,38.21,Hostel
2024-01-17 00:00:00,12.34,Library
2024-01-17 01:00:00,50.21,Hostel
2024-01-17 01:00:00,9.25,Admin Block
2024-01-17 01:00:00,36.32,Engg Block
2024-01-17 01:00:00,13.32,Library
2024-01-17 02:00:00,10.1,Admin Block
2024-01-17 02:00:00,37.99,Engg Block
2024-01-17 02:00:00,13.3,Library
2024-01-17 02:00:00,55.72,Hostel
2024-01-17 03:00:00,51.42,Engg Block
2024-01-17 03:00:00,13.55,Library
2024-01-17 03:00:00,70.4,Hostel
2024-01-17 03:00:00,10.23,Admin Block
2024-01-17 04:00:00,16.53,Library
2024-01-17 04:00:00,7.1,Admin Block
2024-01-17 04:00:00,43.32,Engg Block
2024-01-17 04:00:00,59.36,Hostel
2024-01-17 05:00:00,13.63,Library
2024-01-17 05:00:00,7.67,Admin Block
2024-01-17 05:00:00,60.6,Hostel
2024-01-17 05:00:00,29.95,Engg Block
2024-01-17 06:00:00,5.31,Admin Block
2024-01-17 06:00:00,11.89,Library
2024-01-17 06:00:00,50.23,Hostel
2024-01-17 06:00:00,27.14,Engg Block
2024-01-17 07:00:00,39.3,Engg Block
2024-01-17 07:00:00,6.71,Admin Block
2024-01-17 07:00:00,69.73,Hostel
2024-01-17 07:00:00,14.91,Library
2024-01-17 08:00:00,9.54,Admin Block
2024-01-17 08:00:00,23.58,Hostel
2024-01-17 08:00:00,43.55,Engg Block
2024-01-17 08:00:00,15.47,Library
2024-01-17 09:00:00,15.58,Hostel
2024-01-17 09:00:00,22.63,Library
2024-01-17 09:00:00,94.76,Engg Block
2024-01-17 09:00:00,33.08,Admin Block
2024-01-17 10:00:00,33.58,Library
2024-01-17 10:00:00,84.17,Engg Block
2024-01-17 10:00:00,18.83,Admin Block
2024-01-17 10:00:00,29.84,Hostel
2024-01-17 11:00:00,25.4,Hostel
2024-01-17 11:00:00,57.38,Engg Block
2024-01-17 11:00:00,22.04,Admin Block
2024-01-17 11:00:00,34.21,Library
2024-01-17 12:00:00,18.21,Hostel
2024-01-17 12:00:00,24.87,Admin Block
2024-01-17 12:00:00,37.16,Engg Block
2024-01-17 12:00:00,28.21,Library
2024-01-17 13:00:00,17.98,Hostel
2024-01-17 13:00:00,87.0,Engg Block
2024-01-17 13:00:00,26.4,Admin Block
2024-01-17 13:00:00,38.25,Library
2024-01-17 14:00:00,29.1,Library
2024-01-17 14:00:00,22.87,Hostel
2024-01-17 14:00:00,20.95,Admin Block
2024-01-17 14:00:00,63.14,Engg Block
2024-01-17 15:00:00,23.92,Hostel
2024-01-17 15:00:00,85.11,Engg Block
2024-01-17 15:00:00,27.12,Admin Block
2024-01-17 15:00:00,30.75,Library
2024-01-17 16:00:00,22.63,Admin Block
2024-01-17 16:00:00,22.24,Hostel
2024-01-17 16:00:00,39.09,Engg Block
2024-01-17 16:00:00,28.96,Library
2024-01-17 17:00:00,30.09,Library
2024-01-17 17:00:00,24.93,Admin Block
2024-01-17 17:00:00,22.96,Hostel
2024-01-17 17:00:00,55.26,Engg Block
2024-01-17 18:00:00,8.87,Admin Block
2024-01-17 18:00:00,73.99,Hostel
2024-01-17 18:00:00,65.09,Engg Block
2024-01-17 18:00:00,23.42,Library
2024-01-17 19:00:00,64.75,Hostel
2024-01-17 19:00:00,21.36,Library
2024-01-17 19:00:00,35.41,Engg Block
2024-01-17 19:00:00,8.01,Admin Block
2024-01-17 20:00:00,39.57,Library
2024-01-17 20:00:00,51.8,Hostel
2024-01-17 20:00:00,31.06,Engg Block
2024-01-17 20:00:00,7.3,Admin Block
2024-01-17 21:00:00,62.84,Hostel
2024-01-17 21:00:00,7.82,Admin Block
2024-01-17 21:00:00,24.92,Library
2024-01-17 21:00:00,40.45,Engg Block
2024-01-17 22:00:00,7.86,Admin Block
2024-01-17 22:00:00,10.02,Library
2024-01-17 22:00:00,25.66,Engg Block
2024-01-17 22:00:00,33.82,Hostel
2024-01-17 23:00:00,7.41,Admin Block
2024-01-17 23:00:00,33.75,Engg Block
2024-01-17 23:00:00,54.85,Hostel
2024-01-17 23:00:00,7.12,Library
2024-01-18 00:00:00,36.05,Engg Block
2024-01-18 00:00:00,10.9,Library
2024-01-18 00:00:00,7.59,Admin Block
2024-01-18 00:00:00,75.6,Hostel
2024-01-18 01:00:00,10.56,Admin Block
2024-01-18 01:00:00,45.79,Hostel
2024-01-18 01:00:00,39.5,Engg Block
2024-01-18 01:00:00,9.19,Library
2024-01-18 02:00:00,36.54,Hostel
2024-01-18 02:00:00,16.61,Library
2024-01-18 02:00:00,8.9,Admin Block
2024-01-18 02:00:00,41.23,Engg Block
2024-01-18 03:00:00,7.53,Admin Block
2024-01-18 03:00:00,39.41,Hostel
2024-01-18 03:00:00,25.16,Engg Block
2024-01-18 03:00:00,15.02,Library
2024-01-18 04:00:00,32.98,Hostel
2024-01-18 04:00:00,9.12,Admin Block
2024-01-18 04:00:00,10.78,Library
2024-01-18 04:00:00,21.58,Engg Block
2024-01-18 05:00:00,37.46,Hostel
2024-01-18 05:00:00,46.18,Engg Block
2024-01-18 05:00:00,7.47,Admin Block
2024-01-18 05:00:00,18.13,Library
2024-01-18 06:00:00,14.95,Library
2024-01-18 06:00:00,37.91,Engg Block
2024-01-18 06:00:00,9.88,Admin Block
2024-01-18 06:00:00,43.55,Hostel
2024-01-18 07:00:00,11.69,Library
2024-01-18 07:00:00,28.45,Engg Block
2024-01-18 07:00:00,8.59,Admin Block
2024-01-18 07:00:00,28.34,Hostel
2024-01-18 08:00:00,90.21,Engg Block
2024-01-18 08:00:00,21.1,Hostel
2024-01-18 08:00:00,7.83,Admin Block
2024-01-18 08:00:00,6.25,Library
2024-01-18 09:00:00,43.75,Library
2024-01-18 09:00:00,26.68,Hostel
2024-01-18 09:00:00,27.24,Admin Block
2024-01-18 09:00:00,66.88,Engg Block
2024-01-18 10:00:00,15.28,Hostel
2024-01-18 10:00:00,17.15,Admin Block
2024-01-18 10:00:00,21.66,Library
2024-01-18 10:00:00,84.16,Engg Block
2024-01-18 11:00:00,19.37,Admin Block
2024-01-18 11:00:00,66.1,Engg Block
2024-01-18 11:00:00,20.13,Library
2024-01-18 11:00:00,30.57,Hostel
2024-01-18 12:00:00,19.03,Admin Block
2024-01-18 12:00:00,36.14,Library
2024-01-18 12:00:00,24.22,Hostel
2024-01-18 12:00:00,98.49,Engg Block
2024-01-18 13:00:00,25.71,Admin Block
2024-01-18 13:00:00,44.64,Library
2024-01-18 13:00:00,27.49,Hostel
2024-01-18 13:00:00,93.52,Engg Block
2024-01-18 14:00:00,33.66,Admin Block
2024-01-18 14:00:00,38.31,Library
2024-01-18 14:00:00,16.86,Hostel
2024-01-18 14:00:00,60.95,Engg Block
2024-01-18 15:00:00,26.38,Hostel
2024-01-18 15:00:00,33.38,Library
2024-01-18 15:00:00,36.16,Admin Block
2024-01-18 15:00:00,80.79,Engg Block
2024-01-18 16:00:00,33.57,Library
2024-01-18 16:00:00,14.12,Hostel
2024-01-18 16:00:00,28.19,Admin Block
2024-01-18 16:00:00,75.49,Engg Block
2024-01-18 17:00:00,26.61,Hostel
2024-01-18 17:00:00,87.24,Engg Block
2024-01-18 17:00:00,27.5,Admin Block
2024-01-18 17:00:00,35.12,Library
2024-01-18 18:00:00,49.32,Engg Block
2024-01-18 18:00:00,51.53,Hostel
2024-01-18 18:00:00,5.12,Admin Block
2024-01-18 18:00:00,34.55,Library
2024-01-18 19:00:00,57.13,Hostel
2024-01-18 19:00:00,31.69,Library
2024-01-18 19:00:00,7.13,Admin Block
2024-01-18 19:00:00,41.0,Engg Block
2024-01-18 20:00:00,6.74,Admin Block
2024-01-18 20:00:00,31.72,Hostel
2024-01-18 20:00:00,44.26,Engg Block
2024-01-18 20:00:00,30.63,Library
2024-01-18 21:00:00,7.01,Admin Block
2024-01-18 21:00:00,29.62,Library
2024-01-18 21:00:00,19.61,Engg Block
2024-01-18 21:00:00,35.84,Hostel
2024-01-18 22:00:00,57.78,Hostel
2024-01-18 22:00:00,24.65,Engg Block
2024-01-18 22:00:00,10.62,Library
2024-01-18 22:00:00,7.73,Admin Block
2024-01-18 23:00:00,11.8,Library
2024-01-18 23:00:00,7.24,Admin Block
2024-01-18 23:00:00,35.06,Hostel
2024-01-18 23:00:00,17.16,Engg Block
2024-01-19 00:00:00,32.64,Engg Block
2024-01-19 00:00:00,55.81,Hostel
2024-01-19 00:00:00,4.83,Admin Block
2024-01-19 00:00:00,8.27,Library
2024-01-19 01:00:00,12.25,Library
2024-01-19 01:00:00,28.9,Hostel
2024-01-19 01:00:00,9.2,Admin Block
2024-01-19 01:00:00,41.28,Engg Block
2024-01-19 02:00:00,10.03,Library
2024-01-19 02:00:00,6.28,Admin Block
2024-01-19 02:00:00,48.15,Engg Block
2024-01-19 02:00:00,61.47,Hostel
2024-01-19 03:00:00,9.74,Library
2024-01-19 03:00:00,30.88,Hostel
2024-01-19 03:00:00,8.38,Admin Block
2024-01-19 03:00:00,35.65,Engg Block
2024-01-19 04:00:00,49.25,Engg Block
2024-01-19 04:00:00,12.95,Library
2024-01-19 04:00:00,11.32,Admin Block
2024-01-19 04:00:00,57.12,Hostel
2024-01-19 05:00:00,15.98,Library
2024-01-19 05:00:00,6.53,Admin Block
2024-01-19 05:00:00,22.92,Engg Block
2024-01-19 05:00:00,58.2,Hostel
2024-01-19 06:00:00,38.76,Hostel
2024-01-19 06:00:00,14.8,Library
2024-01-19 06:00:00,20.1,Engg Block
2024-01-19 06:00:00,4.0,Admin Block
2024-01-19 07:00:00,8.57,Library
2024-01-19 07:00:00,34.51,Engg Block
2024-01-19 07:00:00,7.54,Admin Block
2024-01-19 07:00:00,57.56,Hostel
2024-01-19 08:00:00,9.76,Admin Block
2024-01-19 08:00:00,71.24,Engg Block
2024-01-19 08:00:00,10.03,Library
2024-01-19 08:00:00,22.64,Hostel
2024-01-19 09:00:00,34.79,Admin Block
2024-01-19 09:00:00,17.61,Hostel
2024-01-19 09:00:00,64.47,Engg Block
2024-01-19 09:00:00,35.64,Library
2024-01-19 10:00:00,18.85,Admin Block
2024-01-19 10:00:00,14.65,Hostel
2024-01-19 10:00:00,31.4,Engg Block
2024-01-19 10:00:00,24.11,Library
2024-01-19 11:00:00,28.65,Library
2024-01-19 11:00:00,8.64,Hostel
2024-01-19 11:00:00,27.48,Admin Block
2024-01-19 11:00:00,63.55,Engg Block
2024-01-19 12:00:00,43.8,Engg Block
2024-01-19 12:00:00,33.3,Library
2024-01-19 12:00:00,22.67,Admin Block
2024-01-19 12:00:00,23.2,Hostel
2024-01-19 13:00:00,24.47,Admin Block
2024-01-19 13:00:00,75.88,Engg Block
2024-01-19 13:00:00,11.14,Hostel
2024-01-19 13:00:00,24.19,Library
2024-01-19 14:00:00,70.96,Engg Block
2024-01-19 14:00:00,30.63,Library
2024-01-19 14:00:00,38.22,Admin Block
2024-01-19 14:00:00,21.6,Hostel
2024-01-19 15:00:00,22.0,Library
2024-01-19 15:00:00,17.49,Admin Block
2024-01-19 15:00:00,49.73,Engg Block
2024-01-19 15:00:00,19.34,Hostel
2024-01-19 16:00:00,25.28,Hostel
2024-01-19 16:00:00,26.27,Admin Block
2024-01-19 16:00:00,26.39,Library
2024-01-19 16:00:00,56.65,Engg Block
2024-01-19 17:00:00,27.34,Admin Block
2024-01-19 17:00:00,47.79,Engg Block
2024-01-19 17:00:00,31.92,Library
2024-01-19 17:00:00,19.1,Hostel
2024-01-19 18:00:00,9.74,Admin Block
2024-01-19 18:00:00,63.98,Engg Block
2024-01-19 18:00:00,44.16,Hostel
2024-01-19 18:00:00,20.44,Library
2024-01-19 19:00:00,43.36,Engg Block
2024-01-19 19:00:00,32.64,Library
2024-01-19 19:00:00,59.76,Hostel
2024-01-19 19:00:00,8.16,Admin Block
2024-01-19 20:00:00,29.88,Library
2024-01-19 20:00:00,53.93,Hostel
2024-01-19 20:00:00,26.37,Engg Block
2024-01-19 20:00:00,8.49,Admin Block
2024-01-19 21:00:00,39.41,Engg Block
2024-01-19 21:00:00,33.31,Library
2024-01-19 21:00:00,53.65,Hostel
2024-01-19 21:00:00,7.37,Admin Block
2024-01-19 22:00:00,30.36,Engg Block
2024-01-19 22:00:00,13.06,Library
2024-01-19 22:00:00,8.43,Admin Block
2024-01-19 22:00:00,55.9,Hostel
2024-01-19 23:00:00,15.91,Library
2024-01-19 23:00:00,7.45,Admin Block
2024-01-19 23:00:00,28.06,Engg Block
2024-01-19 23:00:00,26.43,Hostel
2024-01-20 00:00:00,8.99,Admin Block
2024-01-20 00:00:00,60.12,Hostel
2024-01-20 00:00:00,34.06,Engg Block
2024-01-20 00:00:00,12.81,Library
2024-01-20 01:00:00,7.41,Admin Block
2024-01-20 01:00:00,58.0,Hostel
2024-01-20 01:00:00,11.43,Library
2024-01-20 01:00:00,25.94,Engg Block
2024-01-20 02:00:00,8.6,Admin Block
2024-01-20 02:00:00,34.05,Hostel
2024-01-20 02:00:00,30.16,Engg Block
2024-01-20 02:00:00,12.81,Library
2024-01-20 03:00:00,13.86,Library
2024-01-20 03:00:00,7.95,Admin Block
2024-01-20 03:00:00,45.41,Hostel
2024-01-20 03:00:00,24.52,Engg Block
2024-01-20 04:00:00,52.19,Engg Block
2024-01-20 04:00:00,48.42,Hostel
2024-01-20 04:00:00,12.62,Library
2024-01-20 04:00:00,9.8,Admin Block
2024-01-20 05:00:00,12.6,Library
2024-01-20 05:00:00,47.02,Hostel
2024-01-20 05:00:00,7.92,Admin Block
2024-01-20 05:00:00,35.31,Engg Block
2024-01-20 06:00:00,28.88,Engg Block
2024-01-20 06:00:00,5.16,Admin Block
2024-01-20 06:00:00,10.75,Library
2024-01-20 06:00:00,53.91,Hostel
2024-01-20 07:00:00,10.02,Admin Block
2024-01-20 07:00:00,70.04,Hostel
2024-01-20 07:00:00,10.84,Library
2024-01-20 07:00:00,36.87,Engg Block
2024-01-20 08:00:00,63.17,Engg Block
2024-01-20 08:00:00,6.55,Admin Block
2024-01-20 08:00:00,27.82,Hostel
2024-01-20 08:00:00,8.99,Library
2024-01-20 09:00:00,40.5,Library
2024-01-20 09:00:00,61.41,Engg Block
2024-01-20 09:00:00,12.73,Hostel
2024-01-20 09:00:00,21.73,Admin Block
2024-01-20 10:00:00,22.54,Library
2024-01-20 10:00:00,24.92,Hostel
2024-01-20 10:00:00,22.02,Admin Block
2024-01-20 10:00:00,74.98,Engg Block
2024-01-20 11:00:00,25.84,Library
2024-01-20 11:00:00,29.37,Hostel
2024-01-20 11:00:00,31.87,Admin Block
2024-01-20 11:00:00,77.31,Engg Block
2024-01-20 12:00:00,25.69,Library
2024-01-20 12:00:00,23.44,Hostel
2024-01-20 12:00:00,56.38,Engg Block
2024-01-20 12:00:00,14.32,Admin Block
2024-01-20 13:00:00,35.37,Library
2024-01-20 13:00:00,27.87,Hostel
2024-01-20 13:00:00,40.69,Admin Block
2024-01-20 13:00:00,55.64,Engg Block
2024-01-20 14:00:00,30.28,Admin Block
2024-01-20 14:00:00,28.23,Library
2024-01-20 14:00:00,33.68,Hostel
2024-01-20 14:00:00,60.53,Engg Block
2024-01-20 15:00:00,26.12,Admin Block
2024-01-20 15:00:00,37.49,Library
2024-01-20 15:00:00,27.45,Hostel
2024-01-20 15:00:00,27.59,Engg Block
2024-01-20 16:00:00,25.96,Library
2024-01-20 16:00:00,22.57,Hostel
2024-01-20 16:00:00,40.38,Engg Block
2024-01-20 16:00:00,24.73,Admin Block
2024-01-20 17:00:00,87.21,Engg Block
2024-01-20 17:00:00,27.58,Hostel
2024-01-20 17:00:00,26.43,Admin Block
2024-01-20 17:00:00,31.67,Library
2024-01-20 18:00:00,8.83,Admin Block
2024-01-20 18:00:00,24.99,Library
2024-01-20 18:00:00,51.13,Hostel
2024-01-20 18:00:00,91.73,Engg Block
2024-01-20 19:00:00,49.35,Hostel
2024-01-20 19:00:00,42.87,Library
2024-01-20 19:00:00,32.82,Engg Block
2024-01-20 19:00:00,9.03,Admin Block
2024-01-20 20:00:00,8.89,Admin Block
